Security,US0001M  Index                                                  ,,Security,US0002M  Index                                                  ,,Security,US0003M  Index                                                  
Start Date,38355,,Start Date,38355,,Start Date,38355
End Date,44258,,End Date,44258,,End Date,44258
Period,D,,Period,D,,Period,D
,,,,,,,
Date,PX_ASK,,Date,PX_ASK,,Date,PX_ASK
2009/1/14,0.32875,,2009/1/14,0.84,,2009/1/14,1.0825
2009/1/15,0.33375,,2009/1/15,0.84125,,2009/1/15,1.08563
2009/1/16,0.35938,,2009/1/16,0.8825,,2009/1/16,1.1425
2009/1/19,0.355,,2009/1/19,0.87375,,2009/1/19,1.1325
2009/1/20,0.3525,,2009/1/20,0.86125,,2009/1/20,1.1225
2009/1/21,0.35625,,2009/1/21,0.86625,,2009/1/21,1.125
2009/1/22,0.38938,,2009/1/22,0.8975,,2009/1/22,1.15938
2009/1/23,0.40125,,2009/1/23,0.90375,,2009/1/23,1.16938
2009/1/26,0.40875,,2009/1/26,0.91375,,2009/1/26,1.18375
2009/1/27,0.41125,,2009/1/27,0.91313,,2009/1/27,1.18438
2009/1/28,0.40938,,2009/1/28,0.90563,,2009/1/28,1.17438
2009/1/29,0.4125,,2009/1/29,0.905,,2009/1/29,1.17
2009/1/30,0.41938,,2009/1/30,0.91313,,2009/1/30,1.18438
2009/2/2,0.4375,,2009/2/2,0.94375,,2009/2/2,1.225
2009/2/3,0.445,,2009/2/3,0.94875,,2009/2/3,1.23375
2009/2/4,0.445,,2009/2/4,0.95125,,2009/2/4,1.23563
2009/2/5,0.4475,,2009/2/5,0.95125,,2009/2/5,1.24125
2009/2/6,0.44875,,2009/2/6,0.95,,2009/2/6,1.24125
2009/2/9,0.44688,,2009/2/9,0.93938,,2009/2/9,1.22813
2009/2/10,0.44688,,2009/2/10,0.93688,,2009/2/10,1.22188
2009/2/11,0.4525,,2009/2/11,0.94438,,2009/2/11,1.23125
2009/2/12,0.455,,2009/2/12,0.94188,,2009/2/12,1.23438
2009/2/13,0.46125,,2009/2/13,0.94438,,2009/2/13,1.2375
2009/2/16,0.465,,2009/2/16,0.94813,,2009/2/16,1.24563
2009/2/17,0.46625,,2009/2/17,0.94813,,2009/2/17,1.24563
2009/2/18,0.47,,2009/2/18,0.94875,,2009/2/18,1.25125
2009/2/19,0.47313,,2009/2/19,0.95,,2009/2/19,1.25063
2009/2/20,0.4725,,2009/2/20,0.94813,,2009/2/20,1.24875
2009/2/23,0.47375,,2009/2/23,0.94938,,2009/2/23,1.24875
2009/2/24,0.47688,,2009/2/24,0.95063,,2009/2/24,1.25
2009/2/25,0.47875,,2009/2/25,0.95563,,2009/2/25,1.25625
2009/2/26,0.49688,,2009/2/26,0.96375,,2009/2/26,1.26125
2009/2/27,0.49625,,2009/2/27,0.96313,,2009/2/27,1.26438
2009/3/2,0.4975,,2009/3/2,0.96688,,2009/3/2,1.26625
2009/3/3,0.5075,,2009/3/3,0.97313,,2009/3/3,1.27125
2009/3/4,0.51813,,2009/3/4,0.97938,,2009/3/4,1.27663
2009/3/5,0.53313,,2009/3/5,0.98375,,2009/3/5,1.28375
2009/3/6,0.54625,,2009/3/6,0.98938,,2009/3/6,1.2925
2009/3/9,0.56438,,2009/3/9,1.00375,,2009/3/9,1.3125
2009/3/10,0.56438,,2009/3/10,1.01938,,2009/3/10,1.33125
2009/3/11,0.55688,,2009/3/11,1.01719,,2009/3/11,1.32594
2009/3/12,0.55625,,2009/3/12,1.015,,2009/3/12,1.32
2009/3/13,0.55563,,2009/3/13,1.01125,,2009/3/13,1.31563
2009/3/16,0.55563,,2009/3/16,1.01063,,2009/3/16,1.30875
2009/3/17,0.55625,,2009/3/17,1.00938,,2009/3/17,1.29938
2009/3/18,0.545,,2009/3/18,1.00063,,2009/3/18,1.2875
2009/3/19,0.52313,,2009/3/19,0.97063,,2009/3/19,1.22688
2009/3/20,0.52188,,2009/3/20,0.97063,,2009/3/20,1.22281
2009/3/23,0.52188,,2009/3/23,0.96563,,2009/3/23,1.22219
2009/3/24,0.52094,,2009/3/24,0.96938,,2009/3/24,1.22625
2009/3/25,0.52,,2009/3/25,0.96563,,2009/3/25,1.2275
2009/3/26,0.5225,,2009/3/26,0.96563,,2009/3/26,1.23188
2009/3/27,0.51813,,2009/3/27,0.95625,,2009/3/27,1.22
2009/3/30,0.50875,,2009/3/30,0.94563,,2009/3/30,1.2075
2009/3/31,0.50063,,2009/3/31,0.93813,,2009/3/31,1.19188
2009/4/1,0.495,,2009/4/1,0.92688,,2009/4/1,1.17688
2009/4/2,0.48938,,2009/4/2,0.915,,2009/4/2,1.16594
2009/4/3,0.47813,,2009/4/3,0.91063,,2009/4/3,1.16094
2009/4/6,0.47563,,2009/4/6,0.91063,,2009/4/6,1.15688
2009/4/7,0.46938,,2009/4/7,0.9075,,2009/4/7,1.14938
2009/4/8,0.46,,2009/4/8,0.90063,,2009/4/8,1.13875
2009/4/9,0.45125,,2009/4/9,0.895,,2009/4/9,1.13125
2009/4/14,0.4525,,2009/4/14,0.89,,2009/4/14,1.12188
2009/4/15,0.44813,,2009/4/15,0.885,,2009/4/15,1.1125
2009/4/16,0.44688,,2009/4/16,0.88188,,2009/4/16,1.10688
2009/4/17,0.4475,,2009/4/17,0.88094,,2009/4/17,1.10188
2009/4/20,0.4425,,2009/4/20,0.88094,,2009/4/20,1.10063
2009/4/21,0.44125,,2009/4/21,0.88125,,2009/4/21,1.1
2009/4/22,0.44,,2009/4/22,0.87938,,2009/4/22,1.09938
2009/4/23,0.4375,,2009/4/23,0.87,,2009/4/23,1.09188
2009/4/24,0.435,,2009/4/24,0.86188,,2009/4/24,1.0725
2009/4/27,0.4325,,2009/4/27,0.8525,,2009/4/27,1.05375
2009/4/28,0.4275,,2009/4/28,0.84688,,2009/4/28,1.03938
2009/4/29,0.41813,,2009/4/29,0.84,,2009/4/29,1.0275
2009/4/30,0.41125,,2009/4/30,0.83125,,2009/4/30,1.01625
2009/5/1,0.41438,,2009/5/1,0.8225,,2009/5/1,1.00688
2009/5/5,0.40125,,2009/5/5,0.80625,,2009/5/5,0.98625
2009/5/6,0.395,,2009/5/6,0.795,,2009/5/6,0.97375
2009/5/7,0.38188,,2009/5/7,0.7775,,2009/5/7,0.95625
2009/5/8,0.3675,,2009/5/8,0.76125,,2009/5/8,0.9375
2009/5/11,0.35375,,2009/5/11,0.735,,2009/5/11,0.92
2009/5/12,0.34875,,2009/5/12,0.715,,2009/5/12,0.90563
2009/5/13,0.34438,,2009/5/13,0.69563,,2009/5/13,0.88313
2009/5/14,0.335,,2009/5/14,0.6675,,2009/5/14,0.85438
2009/5/15,0.32813,,2009/5/15,0.6425,,2009/5/15,0.82563
2009/5/18,0.31625,,2009/5/18,0.6125,,2009/5/18,0.785
2009/5/19,0.30938,,2009/5/19,0.58625,,2009/5/19,0.7525
2009/5/20,0.30813,,2009/5/20,0.5525,,2009/5/20,0.71625
2009/5/21,0.30875,,2009/5/21,0.50875,,2009/5/21,0.66125
2009/5/22,0.31313,,2009/5/22,0.505,,2009/5/22,0.66
2009/5/26,0.31625,,2009/5/26,0.50375,,2009/5/26,0.66375
2009/5/27,0.31875,,2009/5/27,0.505,,2009/5/27,0.67375
2009/5/28,0.32,,2009/5/28,0.50625,,2009/5/28,0.6675
2009/5/29,0.31625,,2009/5/29,0.50938,,2009/5/29,0.65625
2009/6/1,0.32,,2009/6/1,0.50125,,2009/6/1,0.65
2009/6/2,0.32,,2009/6/2,0.495,,2009/6/2,0.64625
2009/6/3,0.31875,,2009/6/3,0.485,,2009/6/3,0.63688
2009/6/4,0.3175,,2009/6/4,0.475,,2009/6/4,0.62938
2009/6/5,0.32063,,2009/6/5,0.4775,,2009/6/5,0.6325
2009/6/8,0.32313,,2009/6/8,0.48625,,2009/6/8,0.65
2009/6/9,0.32125,,2009/6/9,0.48375,,2009/6/9,0.6475
2009/6/10,0.32063,,2009/6/10,0.47875,,2009/6/10,0.63875
2009/6/11,0.31938,,2009/6/11,0.47375,,2009/6/11,0.62938
2009/6/12,0.31813,,2009/6/12,0.46438,,2009/6/12,0.62438
2009/6/15,0.31875,,2009/6/15,0.459,,2009/6/15,0.61438
2009/6/16,0.31813,,2009/6/16,0.45375,,2009/6/16,0.61313
2009/6/17,0.31313,,2009/6/17,0.44813,,2009/6/17,0.61
2009/6/18,0.315,,2009/6/18,0.44625,,2009/6/18,0.60875
2009/6/19,0.31688,,2009/6/19,0.44625,,2009/6/19,0.61188
2009/6/22,0.315,,2009/6/22,0.445,,2009/6/22,0.61
2009/6/23,0.31375,,2009/6/23,0.44125,,2009/6/23,0.6075
2009/6/24,0.31125,,2009/6/24,0.43375,,2009/6/24,0.60438
2009/6/25,0.3075,,2009/6/25,0.4275,,2009/6/25,0.60125
2009/6/26,0.31,,2009/6/26,0.42,,2009/6/26,0.5975
2009/6/29,0.30875,,2009/6/29,0.41625,,2009/6/29,0.59688
2009/6/30,0.30875,,2009/6/30,0.41438,,2009/6/30,0.595
2009/7/1,0.30625,,2009/7/1,0.40938,,2009/7/1,0.5875
2009/7/2,0.30438,,2009/7/2,0.40688,,2009/7/2,0.5775
2009/7/3,0.30125,,2009/7/3,0.39875,,2009/7/3,0.55875
2009/7/6,0.30188,,2009/7/6,0.39563,,2009/7/6,0.54813
2009/7/7,0.30188,,2009/7/7,0.38875,,2009/7/7,0.5375
2009/7/8,0.3,,2009/7/8,0.37625,,2009/7/8,0.525
2009/7/9,0.29625,,2009/7/9,0.3675,,2009/7/9,0.51
2009/7/10,0.2925,,2009/7/10,0.3575,,2009/7/10,0.505
2009/7/13,0.28813,,2009/7/13,0.35688,,2009/7/13,0.50938
2009/7/14,0.2875,,2009/7/14,0.35688,,2009/7/14,0.51313
2009/7/15,0.2875,,2009/7/15,0.35438,,2009/7/15,0.51375
2009/7/16,0.28875,,2009/7/16,0.35313,,2009/7/16,0.51
2009/7/17,0.28625,,2009/7/17,0.35,,2009/7/17,0.50375
2009/7/20,0.28625,,2009/7/20,0.35,,2009/7/20,0.505
2009/7/21,0.285,,2009/7/21,0.34875,,2009/7/21,0.50313
2009/7/22,0.285,,2009/7/22,0.34688,,2009/7/22,0.50188
2009/7/23,0.285,,2009/7/23,0.34563,,2009/7/23,0.50375
2009/7/24,0.285,,2009/7/24,0.34688,,2009/7/24,0.50188
2009/7/27,0.2875,,2009/7/27,0.34438,,2009/7/27,0.49625
2009/7/28,0.285,,2009/7/28,0.34,,2009/7/28,0.49125
2009/7/29,0.285,,2009/7/29,0.33875,,2009/7/29,0.4875
2009/7/30,0.28063,,2009/7/30,0.33438,,2009/7/30,0.48313
2009/7/31,0.27938,,2009/7/31,0.33,,2009/7/31,0.47938
2009/8/3,0.27563,,2009/8/3,0.32625,,2009/8/3,0.47188
2009/8/4,0.27563,,2009/8/4,0.32625,,2009/8/4,0.47063
2009/8/5,0.27563,,2009/8/5,0.32438,,2009/8/5,0.46813
2009/8/6,0.27563,,2009/8/6,0.3225,,2009/8/6,0.46438
2009/8/7,0.27563,,2009/8/7,0.32313,,2009/8/7,0.46125
2009/8/10,0.275,,2009/8/10,0.3225,,2009/8/10,0.45875
2009/8/11,0.2745,,2009/8/11,0.32063,,2009/8/11,0.45438
2009/8/12,0.27406,,2009/8/12,0.31938,,2009/8/12,0.44969
2009/8/13,0.27281,,2009/8/13,0.315,,2009/8/13,0.44
2009/8/14,0.2725,,2009/8/14,0.30875,,2009/8/14,0.42938
2009/8/17,0.27875,,2009/8/17,0.315,,2009/8/17,0.43125
2009/8/18,0.2725,,2009/8/18,0.30688,,2009/8/18,0.425
2009/8/19,0.26875,,2009/8/19,0.305,,2009/8/19,0.41875
2009/8/20,0.2675,,2009/8/20,0.30313,,2009/8/20,0.40688
2009/8/21,0.26563,,2009/8/21,0.3,,2009/8/21,0.39313
2009/8/24,0.26438,,2009/8/24,0.29688,,2009/8/24,0.38688
2009/8/25,0.26281,,2009/8/25,0.29438,,2009/8/25,0.38
2009/8/26,0.26063,,2009/8/26,0.29188,,2009/8/26,0.37188
2009/8/27,0.26125,,2009/8/27,0.28813,,2009/8/27,0.36063
2009/8/28,0.25875,,2009/8/28,0.28,,2009/8/28,0.3475
2009/9/1,0.25625,,2009/9/1,0.27438,,2009/9/1,0.33438
2009/9/2,0.25438,,2009/9/2,0.2725,,2009/9/2,0.33
2009/9/3,0.25313,,2009/9/3,0.26875,,2009/9/3,0.32188
2009/9/4,0.25375,,2009/9/4,0.265,,2009/9/4,0.31438
2009/9/7,0.25125,,2009/9/7,0.26313,,2009/9/7,0.30875
2009/9/8,0.24938,,2009/9/8,0.26063,,2009/9/8,0.30188
2009/9/9,0.24588,,2009/9/9,0.25838,,2009/9/9,0.29869
2009/9/10,0.24375,,2009/9/10,0.25813,,2009/9/10,0.29969
2009/9/11,0.24338,,2009/9/11,0.25713,,2009/9/11,0.299
2009/9/14,0.24125,,2009/9/14,0.25438,,2009/9/14,0.295
2009/9/15,0.2425,,2009/9/15,0.25438,,2009/9/15,0.29338
2009/9/16,0.24375,,2009/9/16,0.255,,2009/9/16,0.29188
2009/9/17,0.24625,,2009/9/17,0.2575,,2009/9/17,0.29188
2009/9/18,0.24625,,2009/9/18,0.2575,,2009/9/18,0.28938
2009/9/21,0.24625,,2009/9/21,0.2575,,2009/9/21,0.28938
2009/9/22,0.24625,,2009/9/22,0.2575,,2009/9/22,0.28563
2009/9/23,0.24625,,2009/9/23,0.25625,,2009/9/23,0.285
2009/9/24,0.24625,,2009/9/24,0.25375,,2009/9/24,0.28313
2009/9/25,0.24625,,2009/9/25,0.25438,,2009/9/25,0.2825
2009/9/28,0.24625,,2009/9/28,0.25375,,2009/9/28,0.2825
2009/9/29,0.24625,,2009/9/29,0.25375,,2009/9/29,0.28969
2009/9/30,0.24563,,2009/9/30,0.2525,,2009/9/30,0.28688
2009/10/1,0.24563,,2009/10/1,0.25313,,2009/10/1,0.28438
2009/10/2,0.24438,,2009/10/2,0.2525,,2009/10/2,0.28406
2009/10/5,0.24438,,2009/10/5,0.25313,,2009/10/5,0.28406
2009/10/6,0.24438,,2009/10/6,0.25375,,2009/10/6,0.28406
2009/10/7,0.24438,,2009/10/7,0.25375,,2009/10/7,0.28438
2009/10/8,0.24438,,2009/10/8,0.25375,,2009/10/8,0.28438
2009/10/9,0.245,,2009/10/9,0.25375,,2009/10/9,0.28438
2009/10/12,0.24438,,2009/10/12,0.25313,,2009/10/12,0.28438
2009/10/13,0.245,,2009/10/13,0.25375,,2009/10/13,0.28438
2009/10/14,0.245,,2009/10/14,0.25375,,2009/10/14,0.28406
2009/10/15,0.245,,2009/10/15,0.25375,,2009/10/15,0.28406
2009/10/16,0.245,,2009/10/16,0.25375,,2009/10/16,0.28406
2009/10/19,0.245,,2009/10/19,0.25313,,2009/10/19,0.28338
2009/10/20,0.245,,2009/10/20,0.25425,,2009/10/20,0.28313
2009/10/21,0.24375,,2009/10/21,0.25425,,2009/10/21,0.28344
2009/10/22,0.24375,,2009/10/22,0.254,,2009/10/22,0.28219
2009/10/23,0.24375,,2009/10/23,0.254,,2009/10/23,0.28188
2009/10/26,0.24375,,2009/10/26,0.254,,2009/10/26,0.28063
2009/10/27,0.2435,,2009/10/27,0.254,,2009/10/27,0.28063
2009/10/28,0.24288,,2009/10/28,0.254,,2009/10/28,0.28063
2009/10/29,0.2435,,2009/10/29,0.25719,,2009/10/29,0.28063
2009/10/30,0.2435,,2009/10/30,0.25781,,2009/10/30,0.28063
2009/11/2,0.24125,,2009/11/2,0.25594,,2009/11/2,0.27938
2009/11/3,0.24156,,2009/11/3,0.255,,2009/11/3,0.27813
2009/11/4,0.24156,,2009/11/4,0.255,,2009/11/4,0.2775
2009/11/5,0.24156,,2009/11/5,0.25313,,2009/11/5,0.27531
2009/11/6,0.24156,,2009/11/6,0.25313,,2009/11/6,0.27406
2009/11/9,0.23906,,2009/11/9,0.25063,,2009/11/9,0.2725
2009/11/10,0.23875,,2009/11/10,0.25031,,2009/11/10,0.2725
2009/11/11,0.23875,,2009/11/11,0.25031,,2009/11/11,0.2725
2009/11/12,0.23875,,2009/11/12,0.25031,,2009/11/12,0.2725
2009/11/13,0.2375,,2009/11/13,0.25031,,2009/11/13,0.2725
2009/11/16,0.2375,,2009/11/16,0.25,,2009/11/16,0.27125
2009/11/17,0.23688,,2009/11/17,0.25,,2009/11/17,0.27031
2009/11/18,0.23656,,2009/11/18,0.24875,,2009/11/18,0.26906
2009/11/19,0.23656,,2009/11/19,0.24844,,2009/11/19,0.26656
2009/11/20,0.23594,,2009/11/20,0.24688,,2009/11/20,0.26219
2009/11/23,0.23594,,2009/11/23,0.24688,,2009/11/23,0.26188
2009/11/24,0.23594,,2009/11/24,0.24563,,2009/11/24,0.26063
2009/11/25,0.23406,,2009/11/25,0.24375,,2009/11/25,0.25563
2009/11/26,0.23406,,2009/11/26,0.24375,,2009/11/26,0.25438
2009/11/27,0.23531,,2009/11/27,0.24313,,2009/11/27,0.25563
2009/11/30,0.23531,,2009/11/30,0.24438,,2009/11/30,0.25656
2009/12/1,0.23469,,2009/12/1,0.24375,,2009/12/1,0.25531
2009/12/2,0.23438,,2009/12/2,0.24344,,2009/12/2,0.255
2009/12/3,0.23469,,2009/12/3,0.24375,,2009/12/3,0.25531
2009/12/4,0.23469,,2009/12/4,0.24438,,2009/12/4,0.25656
2009/12/7,0.23469,,2009/12/7,0.24438,,2009/12/7,0.25656
2009/12/8,0.23469,,2009/12/8,0.24375,,2009/12/8,0.25594
2009/12/9,0.23406,,2009/12/9,0.24375,,2009/12/9,0.25519
2009/12/10,0.23406,,2009/12/10,0.24375,,2009/12/10,0.25425
2009/12/11,0.23313,,2009/12/11,0.24313,,2009/12/11,0.25363
2009/12/14,0.2325,,2009/12/14,0.24125,,2009/12/14,0.25375
2009/12/15,0.2325,,2009/12/15,0.24094,,2009/12/15,0.25344
2009/12/16,0.2325,,2009/12/16,0.24094,,2009/12/16,0.25375
2009/12/17,0.23313,,2009/12/17,0.24069,,2009/12/17,0.25338
2009/12/18,0.23188,,2009/12/18,0.24069,,2009/12/18,0.25125
2009/12/21,0.23188,,2009/12/21,0.24094,,2009/12/21,0.24875
2009/12/22,0.23188,,2009/12/22,0.24094,,2009/12/22,0.24875
2009/12/23,0.23125,,2009/12/23,0.24094,,2009/12/23,0.25063
2009/12/24,0.23125,,2009/12/24,0.24094,,2009/12/24,0.25063
2009/12/29,0.23094,,2009/12/29,0.23969,,2009/12/29,0.25063
2009/12/30,0.23094,,2009/12/30,0.23969,,2009/12/30,0.25063
2009/12/31,0.23094,,2009/12/31,0.23969,,2009/12/31,0.25063
2010/1/4,0.23344,,2010/1/4,0.24344,,2010/1/4,0.25438
2010/1/5,0.23344,,2010/1/5,0.24406,,2010/1/5,0.2525
2010/1/6,0.23219,,2010/1/6,0.24219,,2010/1/6,0.25
2010/1/7,0.23125,,2010/1/7,0.24125,,2010/1/7,0.24938
2010/1/8,0.23313,,2010/1/8,0.2425,,2010/1/8,0.25125
2010/1/11,0.23313,,2010/1/11,0.2425,,2010/1/11,0.25125
2010/1/12,0.23313,,2010/1/12,0.2425,,2010/1/12,0.25125
2010/1/13,0.23313,,2010/1/13,0.2425,,2010/1/13,0.25125
2010/1/14,0.23313,,2010/1/14,0.2425,,2010/1/14,0.25125
2010/1/15,0.23313,,2010/1/15,0.2425,,2010/1/15,0.25125
2010/1/18,0.23063,,2010/1/18,0.23938,,2010/1/18,0.24875
2010/1/19,0.23063,,2010/1/19,0.23938,,2010/1/19,0.249
2010/1/20,0.23063,,2010/1/20,0.23938,,2010/1/20,0.24888
2010/1/21,0.23063,,2010/1/21,0.23938,,2010/1/21,0.24888
2010/1/22,0.23063,,2010/1/22,0.23938,,2010/1/22,0.24906
2010/1/25,0.23063,,2010/1/25,0.23938,,2010/1/25,0.24875
2010/1/26,0.23063,,2010/1/26,0.23938,,2010/1/26,0.24875
2010/1/27,0.23063,,2010/1/27,0.23938,,2010/1/27,0.24875
2010/1/28,0.22875,,2010/1/28,0.23875,,2010/1/28,0.24875
2010/1/29,0.22906,,2010/1/29,0.23906,,2010/1/29,0.24906
2010/2/1,0.22906,,2010/2/1,0.23906,,2010/2/1,0.24906
2010/2/2,0.23094,,2010/2/2,0.24094,,2010/2/2,0.25031
2010/2/3,0.22906,,2010/2/3,0.23906,,2010/2/3,0.24906
2010/2/4,0.22844,,2010/2/4,0.23906,,2010/2/4,0.24875
2010/2/5,0.22844,,2010/2/5,0.23906,,2010/2/5,0.24969
2010/2/8,0.22844,,2010/2/8,0.23906,,2010/2/8,0.25
2010/2/9,0.22844,,2010/2/9,0.23906,,2010/2/9,0.25
2010/2/10,0.22844,,2010/2/10,0.23906,,2010/2/10,0.25
2010/2/11,0.23063,,2010/2/11,0.24,,2010/2/11,0.25
2010/2/12,0.23188,,2010/2/12,0.24125,,2010/2/12,0.25
2010/2/15,0.22875,,2010/2/15,0.24,,2010/2/15,0.25
2010/2/16,0.22875,,2010/2/16,0.24,,2010/2/16,0.25
2010/2/17,0.22875,,2010/2/17,0.24,,2010/2/17,0.25063
2010/2/18,0.22875,,2010/2/18,0.24,,2010/2/18,0.25125
2010/2/19,0.22875,,2010/2/19,0.24,,2010/2/19,0.25194
2010/2/22,0.22875,,2010/2/22,0.24,,2010/2/22,0.25219
2010/2/23,0.22875,,2010/2/23,0.24,,2010/2/23,0.25194
2010/2/24,0.22875,,2010/2/24,0.24,,2010/2/24,0.25194
2010/2/25,0.22875,,2010/2/25,0.24,,2010/2/25,0.25194
2010/2/26,0.22875,,2010/2/26,0.24,,2010/2/26,0.25169
2010/3/1,0.22813,,2010/3/1,0.23938,,2010/3/1,0.25169
2010/3/2,0.22813,,2010/3/2,0.23938,,2010/3/2,0.25194
2010/3/3,0.22813,,2010/3/3,0.23938,,2010/3/3,0.25194
2010/3/4,0.22813,,2010/3/4,0.23938,,2010/3/4,0.25219
2010/3/5,0.22906,,2010/3/5,0.23938,,2010/3/5,0.25363
2010/3/8,0.23,,2010/3/8,0.24,,2010/3/8,0.25425
2010/3/9,0.23,,2010/3/9,0.24,,2010/3/9,0.2555
2010/3/10,0.23,,2010/3/10,0.24,,2010/3/10,0.25563
2010/3/11,0.23,,2010/3/11,0.24125,,2010/3/11,0.25703
2010/3/12,0.23,,2010/3/12,0.24138,,2010/3/12,0.25719
2010/3/15,0.23031,,2010/3/15,0.24294,,2010/3/15,0.25763
2010/3/16,0.23563,,2010/3/16,0.2465,,2010/3/16,0.26088
2010/3/17,0.23744,,2010/3/17,0.24831,,2010/3/17,0.26638
2010/3/18,0.23975,,2010/3/18,0.252,,2010/3/18,0.271
2010/3/19,0.24506,,2010/3/19,0.257,,2010/3/19,0.2775
2010/3/22,0.24719,,2010/3/22,0.26031,,2010/3/22,0.28188
2010/3/23,0.24606,,2010/3/23,0.26181,,2010/3/23,0.28353
2010/3/24,0.24619,,2010/3/24,0.26163,,2010/3/24,0.28491
2010/3/25,0.24694,,2010/3/25,0.26375,,2010/3/25,0.28781
2010/3/26,0.24688,,2010/3/26,0.26469,,2010/3/26,0.28875
2010/3/29,0.24788,,2010/3/29,0.26563,,2010/3/29,0.29013
2010/3/30,0.24863,,2010/3/30,0.26638,,2010/3/30,0.29088
2010/3/31,0.24863,,2010/3/31,0.26669,,2010/3/31,0.2915
2010/4/1,0.24863,,2010/4/1,0.26694,,2010/4/1,0.2915
2010/4/6,0.25075,,2010/4/6,0.26925,,2010/4/6,0.29488
2010/4/7,0.25138,,2010/4/7,0.26981,,2010/4/7,0.29525
2010/4/8,0.25013,,2010/4/8,0.26856,,2010/4/8,0.294
2010/4/9,0.25288,,2010/4/9,0.27094,,2010/4/9,0.29781
2010/4/12,0.25298,,2010/4/12,0.2726,,2010/4/12,0.30041
2010/4/13,0.25438,,2010/4/13,0.27506,,2010/4/13,0.30281
2010/4/14,0.25594,,2010/4/14,0.27769,,2010/4/14,0.30375
2010/4/15,0.25625,,2010/4/15,0.28019,,2010/4/15,0.30438
2010/4/16,0.25563,,2010/4/16,0.28,,2010/4/16,0.30531
2010/4/19,0.2575,,2010/4/19,0.28156,,2010/4/19,0.30531
2010/4/20,0.25875,,2010/4/20,0.28313,,2010/4/20,0.30719
2010/4/21,0.26063,,2010/4/21,0.28438,,2010/4/21,0.31281
2010/4/22,0.2625,,2010/4/22,0.2875,,2010/4/22,0.31578
2010/4/23,0.26438,,2010/4/23,0.29,,2010/4/23,0.32063
2010/4/26,0.26469,,2010/4/26,0.29313,,2010/4/26,0.32375
2010/4/27,0.26672,,2010/4/27,0.29688,,2010/4/27,0.32781
2010/4/28,0.27313,,2010/4/28,0.30469,,2010/4/28,0.33781
2010/4/29,0.27766,,2010/4/29,0.31219,,2010/4/29,0.34438
2010/4/30,0.28,,2010/4/30,0.31625,,2010/4/30,0.34656
2010/5/4,0.28469,,2010/5/4,0.32125,,2010/5/4,0.35313
2010/5/5,0.29094,,2010/5/5,0.32563,,2010/5/5,0.36016
2010/5/6,0.29706,,2010/5/6,0.33531,,2010/5/6,0.37359
2010/5/7,0.34875,,2010/5/7,0.38563,,2010/5/7,0.42813
2010/5/10,0.34,,2010/5/10,0.38063,,2010/5/10,0.42125
2010/5/11,0.3375,,2010/5/11,0.38094,,2010/5/11,0.42281
2010/5/12,0.33813,,2010/5/12,0.38219,,2010/5/12,0.43019
2010/5/13,0.33688,,2010/5/13,0.38338,,2010/5/13,0.43588
2010/5/14,0.33775,,2010/5/14,0.38928,,2010/5/14,0.44506
2010/5/17,0.33894,,2010/5/17,0.39613,,2010/5/17,0.46
2010/5/18,0.33969,,2010/5/18,0.39875,,2010/5/18,0.46469
2010/5/19,0.34106,,2010/5/19,0.40638,,2010/5/19,0.4775
2010/5/20,0.34131,,2010/5/20,0.40938,,2010/5/20,0.48406
2010/5/21,0.34281,,2010/5/21,0.41156,,2010/5/21,0.49688
2010/5/24,0.34525,,2010/5/24,0.41694,,2010/5/24,0.50969
2010/5/25,0.354,,2010/5/25,0.432,,2010/5/25,0.53625
2010/5/26,0.35406,,2010/5/26,0.43406,,2010/5/26,0.53781
2010/5/27,0.35375,,2010/5/27,0.43281,,2010/5/27,0.53844
2010/5/28,0.35125,,2010/5/28,0.43375,,2010/5/28,0.53625
2010/6/1,0.35088,,2010/6/1,0.43438,,2010/6/1,0.53625
2010/6/2,0.35088,,2010/6/2,0.43688,,2010/6/2,0.5375
2010/6/3,0.35088,,2010/6/3,0.43688,,2010/6/3,0.53781
2010/6/4,0.35,,2010/6/4,0.43563,,2010/6/4,0.53656
2010/6/7,0.35,,2010/6/7,0.43531,,2010/6/7,0.53719
2010/6/8,0.35,,2010/6/8,0.43531,,2010/6/8,0.53688
2010/6/9,0.35031,,2010/6/9,0.435,,2010/6/9,0.53656
2010/6/10,0.34969,,2010/6/10,0.435,,2010/6/10,0.53644
2010/6/11,0.34969,,2010/6/11,0.435,,2010/6/11,0.53706
2010/6/14,0.34969,,2010/6/14,0.435,,2010/6/14,0.53706
2010/6/15,0.34969,,2010/6/15,0.43313,,2010/6/15,0.53894
2010/6/16,0.34844,,2010/6/16,0.43313,,2010/6/16,0.53894
2010/6/17,0.3475,,2010/6/17,0.43344,,2010/6/17,0.53925
2010/6/18,0.34734,,2010/6/18,0.4325,,2010/6/18,0.53819
2010/6/21,0.34719,,2010/6/21,0.43281,,2010/6/21,0.53838
2010/6/22,0.34719,,2010/6/22,0.43281,,2010/6/22,0.53825
2010/6/23,0.34719,,2010/6/23,0.43281,,2010/6/23,0.53825
2010/6/24,0.34719,,2010/6/24,0.43188,,2010/6/24,0.53719
2010/6/25,0.34719,,2010/6/25,0.43063,,2010/6/25,0.53469
2010/6/28,0.34719,,2010/6/28,0.43063,,2010/6/28,0.53344
2010/6/29,0.34563,,2010/6/29,0.43125,,2010/6/29,0.533
