Security,US0001M  Index                                                  ,,Security,US0002M  Index                                                  ,,Security,US0003M  Index                                                  
Start Date,38355,,Start Date,38355,,Start Date,38355
End Date,44258,,End Date,44258,,End Date,44258
Period,D,,Period,D,,Period,D
,,,,,,,
Date,PX_ASK,,Date,PX_ASK,,Date,PX_ASK
2016/1/19,0.425,,2016/1/19,0.5138,,2016/1/19,0.6243
2016/1/20,0.4253,,2016/1/20,0.5148,,2016/1/20,0.6213
2016/1/21,0.4265,,2016/1/21,0.5168,,2016/1/21,0.6186
2016/1/22,0.4255,,2016/1/22,0.5185,,2016/1/22,0.6191
2016/1/25,0.4306,,2016/1/25,0.5223,,2016/1/25,0.6213
2016/1/26,0.4306,,2016/1/26,0.5256,,2016/1/26,0.6211
2016/1/27,0.428,,2016/1/27,0.5215,,2016/1/27,0.6181
2016/1/28,0.4262,,2016/1/28,0.5234,,2016/1/28,0.6156
2016/1/29,0.425,,2016/1/29,0.5206,,2016/1/29,0.6126
2016/2/1,0.427,,2016/2/1,0.5241,,2016/2/1,0.6186
2016/2/2,0.4285,,2016/2/2,0.5196,,2016/2/2,0.6192
2016/2/3,0.4285,,2016/2/3,0.52085,,2016/2/3,0.6206
2016/2/4,0.4277,,2016/2/4,0.51675,,2016/2/4,0.6202
2016/2/5,0.4289,,2016/2/5,0.52095,,2016/2/5,0.6197
2016/2/8,0.42925,,2016/2/8,0.518,,2016/2/8,0.621
2016/2/9,0.4285,,2016/2/9,0.51555,,2016/2/9,0.6205
2016/2/10,0.4265,,2016/2/10,0.51475,,2016/2/10,0.6176
2016/2/11,0.427,,2016/2/11,0.5128,,2016/2/11,0.6172
2016/2/12,0.4305,,2016/2/12,0.51605,,2016/2/12,0.6182
2016/2/15,0.42925,,2016/2/15,0.5158,,2016/2/15,0.6182
2016/2/16,0.4295,,2016/2/16,0.51605,,2016/2/16,0.6182
2016/2/17,0.43005,,2016/2/17,0.51675,,2016/2/17,0.6194
2016/2/18,0.432,,2016/2/18,0.51895,,2016/2/18,0.6182
2016/2/19,0.4335,,2016/2/19,0.5172,,2016/2/19,0.6182
2016/2/22,0.4335,,2016/2/22,0.51975,,2016/2/22,0.6246
2016/2/23,0.4358,,2016/2/23,0.5213,,2016/2/23,0.6291
2016/2/24,0.4338,,2016/2/24,0.5206,,2016/2/24,0.6346
2016/2/25,0.4385,,2016/2/25,0.521,,2016/2/25,0.6356
2016/2/26,0.4385,,2016/2/26,0.523,,2016/2/26,0.6351
2016/2/29,0.4405,,2016/2/29,0.52175,,2016/2/29,0.6331
2016/3/1,0.43525,,2016/3/1,0.5175,,2016/3/1,0.6316
2016/3/2,0.4376,,2016/3/2,0.5201,,2016/3/2,0.63485
2016/3/3,0.4405,,2016/3/3,0.52175,,2016/3/3,0.6356
2016/3/4,0.438,,2016/3/4,0.52325,,2016/3/4,0.6335
2016/3/7,0.4405,,2016/3/7,0.5255,,2016/3/7,0.6361
2016/3/8,0.44185,,2016/3/8,0.52295,,2016/3/8,0.63515
2016/3/9,0.438,,2016/3/9,0.521,,2016/3/9,0.6346
2016/3/10,0.4381,,2016/3/10,0.5206,,2016/3/10,0.63235
2016/3/11,0.4362,,2016/3/11,0.5204,,2016/3/11,0.63385
2016/3/14,0.4413,,2016/3/14,0.5235,,2016/3/14,0.63955
2016/3/15,0.44125,,2016/3/15,0.52495,,2016/3/15,0.64195
2016/3/16,0.4399,,2016/3/16,0.524,,2016/3/16,0.639
2016/3/17,0.4321,,2016/3/17,0.5154,,2016/3/17,0.6234
2016/3/18,0.4283,,2016/3/18,0.5142,,2016/3/18,0.6243
2016/3/21,0.4318,,2016/3/21,0.5192,,2016/3/21,0.6246
2016/3/22,0.4315,,2016/3/22,0.5197,,2016/3/22,0.62835
2016/3/23,0.433,,2016/3/23,0.521,,2016/3/23,0.6301
2016/3/24,0.435,,2016/3/24,0.5195,,2016/3/24,0.6286
2016/3/29,0.4329,,2016/3/29,0.5194,,2016/3/29,0.63085
2016/3/30,0.434,,2016/3/30,0.5155,,2016/3/30,0.6251
2016/3/31,0.43725,,2016/3/31,0.51975,,2016/3/31,0.6286
2016/4/1,0.43735,,2016/4/1,0.521,,2016/4/1,0.6291
2016/4/4,0.4402,,2016/4/4,0.5225,,2016/4/4,0.6301
2016/4/5,0.4385,,2016/4/5,0.52305,,2016/4/5,0.6266
2016/4/6,0.439,,2016/4/6,0.5225,,2016/4/6,0.6306
2016/4/7,0.43645,,2016/4/7,0.5197,,2016/4/7,0.6288
2016/4/8,0.4347,,2016/4/8,0.5197,,2016/4/8,0.6308
2016/4/11,0.4359,,2016/4/11,0.521,,2016/4/11,0.62985
2016/4/12,0.43715,,2016/4/12,0.52075,,2016/4/12,0.6296
2016/4/13,0.43275,,2016/4/13,0.51985,,2016/4/13,0.62835
2016/4/14,0.43625,,2016/4/14,0.52275,,2016/4/14,0.63285
2016/4/15,0.43625,,2016/4/15,0.52375,,2016/4/15,0.6331
2016/4/18,0.43875,,2016/4/18,0.5255,,2016/4/18,0.63435
2016/4/19,0.44115,,2016/4/19,0.5265,,2016/4/19,0.63485
2016/4/20,0.44125,,2016/4/20,0.5275,,2016/4/20,0.6351
2016/4/21,0.43885,,2016/4/21,0.52575,,2016/4/21,0.6381
2016/4/22,0.43645,,2016/4/22,0.523,,2016/4/22,0.63585
2016/4/25,0.43695,,2016/4/25,0.523,,2016/4/25,0.63385
2016/4/26,0.4377,,2016/4/26,0.5225,,2016/4/26,0.63435
2016/4/27,0.4352,,2016/4/27,0.52425,,2016/4/27,0.63835
2016/4/28,0.4388,,2016/4/28,0.5243,,2016/4/28,0.6366
2016/4/29,0.43575,,2016/4/29,0.523,,2016/4/29,0.6366
2016/5/3,0.4359,,2016/5/3,0.522,,2016/5/3,0.6329
2016/5/4,0.4359,,2016/5/4,0.5219,,2016/5/4,0.6341
